EntityID,ModelType,StartingResources,GrowthRate,Efficiency,InnovationFactor,MarketAdaptability,CompetitivePressure,SurvivalTime,ShocksExperienced,FinalResourceBalance,InvestmentReturn,PolicyImpact,RollingVolatility,BaseRiskExposure,WeightedRiskExposure,SustainabilityScore,ReinforcementSignal,RiskManagementScore,AdaptationIndex,ResourceVolatilityIndex,RelativeAdaptationIndex
IGM_00903,IGM,29893,0.1177,0.5667,0.4474,0.7723,1.046,24,0,0,6.28,0.0,2.1163,0.051,0.1589,0.068,-0.0909,13.6018,0.3455,1.0,0.9169
IGM_00904,IGM,24725,0.1131,0.4522,0.3743,0.6262,1.1857,15,0,0,384.79,74.01,1.956,0.062,0.1831,0.0339,-0.1492,6.7827,0.2343,1.0,0.6218
IGM_00905,IGM,22508,0.1,0.3948,0.1619,0.8908,0.6987,13,0,0,0.0,-0.02,2.0114,0.0605,0.1823,0.0257,-0.1566,5.133,0.1442,1.0,0.3827
IGM_00906,IGM,26855,0.0812,0.4709,0.4488,0.8495,0.9413,15,0,0,17.97,-47.26,1.949,0.043,0.1267,0.0353,-0.0914,7.0628,0.3813,1.0,1.012
IGM_00907,IGM,25966,0.0644,0.446,0.3059,0.8839,1.2992,14,0,0,0.1,-4.62,2.0065,0.0357,0.1073,0.0312,-0.076,6.2445,0.2704,1.0,0.7176
IGM_00908,IGM,29231,0.0696,0.5038,0.834,0.9994,1.2422,17,0,0,0.0,-201.52,2.0083,0.0345,0.1039,0.0428,-0.0611,8.5653,0.8334,1.0,2.2118
IGM_00909,IGM,26315,0.0597,0.3273,0.8807,0.5614,1.2611,10,0,0,0.0,0.0,1.951,0.0401,0.1185,0.0164,-0.1021,3.2727,0.4944,1.0,1.3121
IGM_00910,IGM,20599,0.055,0.4905,0.9774,0.8537,1.0549,16,0,0,0.0,18.26,2.013,0.028,0.0845,0.0392,-0.0452,7.8477,0.8344,1.0,2.2145
IGM_00911,IGM,25149,0.0899,0.3241,0.8569,0.9287,1.1368,10,0,0,8.45,-0.02,1.9542,0.0607,0.1794,0.0162,-0.1632,3.2413,0.7958,1.0,2.112
IGM_00912,IGM,24590,0.0645,0.4393,0.945,0.6755,0.8038,14,0,0,229.88,-110.48,2.0214,0.0362,0.1093,0.0308,-0.0786,6.1502,0.6383,1.0,1.694
IGM_00913,IGM,20619,0.076,0.3053,0.4253,0.5724,1.3185,10,0,0,0.37,0.0,2.0188,0.0528,0.1594,0.0153,-0.1441,3.053,0.2434,1.0,0.646
IGM_00914,IGM,23123,0.1141,0.4678,0.2539,0.7804,0.8118,16,0,0,0.0,-3.17,1.9925,0.0607,0.1816,0.0374,-0.1442,7.4855,0.1982,1.0,0.526
IGM_00915,IGM,23813,0.1023,0.5556,0.6746,0.7903,0.5048,21,0,0,38.28,-0.01,2.0406,0.0455,0.1382,0.0583,-0.0799,11.6677,0.5332,1.0,1.4151
IGM_00916,IGM,26459,0.0522,0.3162,0.9477,0.7704,1.2566,10,0,0,118.96,0.0,1.9859,0.0357,0.1066,0.0158,-0.0908,3.1617,0.7301,1.0,1.9377
IGM_00917,IGM,26583,0.0617,0.4355,0.7227,0.6853,1.0984,13,0,0,0.0,-107.1,1.9668,0.0348,0.1034,0.0283,-0.0751,5.6615,0.4953,1.0,1.3145
IGM_00918,IGM,28193,0.1135,0.4711,0.37,0.9347,0.921,16,0,0,0.0,-100.97,2.0097,0.06,0.1807,0.0377,-0.143,7.5369,0.3459,1.0,0.918
IGM_00919,IGM,28191,0.0973,0.45,0.1575,0.5442,0.557,15,0,0,565.18,0.04,1.9609,0.0535,0.1585,0.0337,-0.1248,6.7497,0.0857,1.0,0.2274
IGM_00920,IGM,23899,0.0758,0.3916,0.1003,0.7686,0.6694,12,0,0,258.13,-16.14,1.948,0.0461,0.136,0.0235,-0.1125,4.6987,0.0771,1.0,0.2046
IGM_00921,IGM,24340,0.0921,0.5331,0.1447,0.956,1.2298,19,0,0,11.94,0.83,2.0297,0.043,0.1302,0.0506,-0.0796,10.1281,0.1383,1.0,0.367
IGM_00922,IGM,21888,0.1,0.457,0.6053,0.8034,1.35,15,0,0,0.0,0.05,1.9726,0.0543,0.1614,0.0343,-0.1271,6.8556,0.4863,1.0,1.2906
IGM_00923,IGM,20461,0.0946,0.4108,0.9608,0.9838,0.6437,13,0,0,0.0,-70.97,1.9539,0.0558,0.1647,0.0267,-0.138,5.3403,0.9452,1.0,2.5085
IGM_00924,IGM,23194,0.0567,0.4453,0.6264,0.8394,1.4577,14,0,0,1980.09,-0.08,1.9121,0.0315,0.0916,0.0312,-0.0605,6.2347,0.5258,1.0,1.3955
IGM_00925,IGM,24237,0.0843,0.5641,0.5245,0.7345,0.9364,21,0,0,0.0,11.96,2.0076,0.0367,0.1105,0.0592,-0.0513,11.8459,0.3852,1.0,1.0223
IGM_00926,IGM,24688,0.0655,0.3472,0.8773,0.6666,1.4983,11,0,0,541.32,0.0,1.9649,0.0427,0.1267,0.0191,-0.1077,3.8188,0.5848,1.0,1.552
IGM_00927,IGM,25116,0.0885,0.3519,0.6444,0.9928,0.9066,11,0,0,0.0,-199.88,1.9884,0.0573,0.1714,0.0194,-0.152,3.8704,0.6397,1.0,1.6977
IGM_00928,IGM,28953,0.0533,0.5951,0.6985,0.9457,1.1855,23,0,0,40.24,55.19,2.0099,0.0216,0.065,0.0684,0.0035,13.6865,0.6605,1.0,1.753
IGM_00929,IGM,24721,0.1195,0.3038,0.3545,0.5951,0.9587,10,0,0,218.08,-647.15,2.0011,0.0832,0.2497,0.0152,-0.2345,3.0377,0.211,1.0,0.56
IGM_00930,IGM,28740,0.067,0.516,0.3861,0.5903,1.2667,18,0,0,19.42,-342.83,2.0772,0.0324,0.0998,0.0464,-0.0534,9.2874,0.2279,1.0,0.6048
IGM_00931,IGM,24110,0.0778,0.3924,0.0214,0.8559,0.9565,12,0,0,0.0,91.48,1.9664,0.0473,0.1402,0.0235,-0.1167,4.7085,0.0183,1.0,0.0486
IGM_00932,IGM,27290,0.1156,0.4911,0.9412,0.8452,1.0101,18,0,0,8.45,2.84,2.0406,0.0588,0.1789,0.0442,-0.1347,8.8399,0.7954,1.0,2.111
IGM_00933,IGM,29727,0.0958,0.3385,0.5998,0.9575,0.988,11,0,0,0.0,0.0,1.9828,0.0634,0.189,0.0186,-0.1704,3.7234,0.5743,1.0,1.5242
IGM_00934,IGM,26679,0.0823,0.5221,0.3908,0.9541,0.589,19,0,0,2039.28,79.4,1.9875,0.0393,0.1174,0.0496,-0.0678,9.92,0.3729,1.0,0.9897
IGM_00935,IGM,24267,0.0998,0.5254,0.9435,0.9562,1.0948,19,0,0,0.17,114.73,2.0135,0.0474,0.1427,0.0499,-0.0928,9.9825,0.9021,1.0,2.3942
IGM_00936,IGM,25781,0.1044,0.3251,0.0515,0.5274,1.343,11,0,0,176.54,0.0,2.0257,0.0705,0.2132,0.0179,-0.1953,3.5765,0.0272,1.0,0.0722
IGM_00937,IGM,26744,0.1068,0.511,0.6537,0.6265,1.1425,18,0,0,0.0,-146.58,1.9994,0.0522,0.1566,0.046,-0.1106,9.1981,0.4095,1.0,1.0868
IGM_00938,IGM,24907,0.1007,0.4934,0.1291,0.9094,1.2263,17,0,0,0.52,0.04,1.9746,0.051,0.1518,0.0419,-0.1099,8.3874,0.1174,1.0,0.3116
IGM_00939,IGM,29469,0.0549,0.5327,0.3733,0.5106,0.7251,19,0,0,0.0,420.7,2.0621,0.0257,0.0786,0.0506,-0.028,10.1215,0.1906,1.0,0.5058
IGM_00940,IGM,20941,0.0809,0.3528,0.1684,0.7994,0.9747,11,0,0,25.44,-5.74,1.9719,0.0524,0.1556,0.0194,-0.1362,3.8808,0.1346,1.0,0.3572
IGM_00941,IGM,23566,0.0524,0.5141,0.1823,0.5836,1.2407,17,0,0,1007.07,0.0,1.9818,0.0255,0.0759,0.0437,-0.0322,8.7401,0.1064,1.0,0.2824
IGM_00942,IGM,22470,0.0914,0.3186,0.0584,0.8315,1.4074,10,0,0,0.0,0.0,1.9596,0.0623,0.1843,0.0159,-0.1684,3.1863,0.0486,1.0,0.129
IGM_00943,IGM,23331,0.0603,0.3023,0.5777,0.5126,0.6621,9,0,0,204.75,-110.45,1.8873,0.0421,0.1215,0.0136,-0.1079,2.7207,0.2961,1.0,0.7858
IGM_00944,IGM,27536,0.0678,0.3695,0.7977,0.827,1.4763,11,0,0,0.12,-9.79,1.9712,0.0427,0.127,0.0203,-0.1067,4.0641,0.6596,1.0,1.7506
IGM_00945,IGM,29287,0.0834,0.3343,0.2933,0.7,0.6997,11,0,0,0.0,92.49,2.0477,0.0555,0.1692,0.0184,-0.1508,3.6777,0.2053,1.0,0.5449
IGM_00946,IGM,23152,0.1122,0.4243,0.8018,0.9978,0.7727,14,0,0,0.0,0.0,2.0112,0.0646,0.1945,0.0297,-0.1648,5.9399,0.8001,1.0,2.1234
IGM_00947,IGM,27795,0.0636,0.4532,0.899,0.6717,1.0477,15,0,0,8.78,11.37,2.0498,0.0348,0.106,0.034,-0.0721,6.7977,0.6038,1.0,1.6025
IGM_00948,IGM,21994,0.0825,0.5569,0.5869,0.6723,1.4613,20,0,0,93.49,-126.91,1.9884,0.0366,0.1093,0.0557,-0.0536,11.1371,0.3945,1.0,1.047
IGM_00949,IGM,25420,0.0692,0.5415,0.7645,0.8074,1.4067,19,0,0,0.0,79.88,1.9569,0.0317,0.0938,0.0514,-0.0423,10.2876,0.6172,1.0,1.638
IGM_00950,IGM,21002,0.0633,0.5055,0.5007,0.5617,1.3193,17,0,0,0.0,444.12,1.9902,0.0313,0.0936,0.043,-0.0506,8.5939,0.2812,1.0,0.7463
IGM_00951,IGM,25556,0.0516,0.5333,0.9444,0.7835,0.8842,18,0,0,1.94,-39.68,2.0279,0.0241,0.0729,0.048,-0.0249,9.5998,0.74,1.0,1.9639
IGM_00952,IGM,21544,0.097,0.5191,0.461,0.8931,0.8261,18,0,0,592.56,-1.89,1.9212,0.0466,0.1363,0.0467,-0.0896,9.344,0.4117,1.0,1.0926
IGM_00953,IGM,21477,0.0592,0.4238,0.7926,0.6718,1.0211,13,0,0,1975.2,-1.82,1.8502,0.0341,0.0972,0.0275,-0.0697,5.5098,0.5325,1.0,1.4132
IGM_00954,IGM,29703,0.0503,0.4018,0.1364,0.9515,0.7777,13,0,0,0.2,0.0,2.0831,0.0301,0.0928,0.0261,-0.0667,5.2233,0.1298,1.0,0.3445
IGM_00955,IGM,22366,0.1111,0.4036,0.0521,0.6542,1.3308,13,0,0,0.0,-436.84,2.0424,0.0663,0.2017,0.0262,-0.1754,5.2467,0.0341,1.0,0.0905
IGM_00956,IGM,23662,0.0619,0.5061,0.4806,0.9805,0.6621,17,0,0,1670.66,-3.08,1.9456,0.0306,0.09,0.043,-0.047,8.6032,0.4712,1.0,1.2506
IGM_00957,IGM,25796,0.119,0.5614,0.9086,0.9694,0.5975,23,0,0,0.06,1040.64,2.0118,0.0522,0.1571,0.0646,-0.0926,12.9131,0.8807,1.0,2.3374
IGM_00958,IGM,24550,0.0936,0.5465,0.5028,0.5919,0.8642,21,0,0,497.22,221.63,1.9916,0.0424,0.127,0.0574,-0.0696,11.4764,0.2976,1.0,0.7898
IGM_00959,IGM,20423,0.0743,0.3704,0.8892,0.7024,0.8001,12,0,0,0.46,8.94,2.0593,0.0467,0.143,0.0222,-0.1208,4.4454,0.6246,1.0,1.6577
IGM_00960,IGM,21473,0.0633,0.4794,0.164,0.8385,1.4014,15,0,0,0.0,-0.05,1.9457,0.0329,0.0971,0.036,-0.0611,7.1909,0.1375,1.0,0.3649
IGM_00961,IGM,22282,0.0873,0.3793,0.6519,0.7926,0.711,12,0,0,68.8,0.0,1.9865,0.0542,0.1618,0.0228,-0.1391,4.5512,0.5167,1.0,1.3713
IGM_00962,IGM,24477,0.0547,0.3518,0.7411,0.857,0.8916,11,0,0,426.04,-8.35,1.9502,0.0354,0.1045,0.0194,-0.0852,3.8703,0.635,1.0,1.6853
IGM_00963,IGM,29638,0.0712,0.5173,0.4101,0.5246,1.1517,19,0,0,571.35,1.48,2.0718,0.0344,0.1056,0.0491,-0.0564,9.8293,0.2151,1.0,0.5709
IGM_00964,IGM,25961,0.0777,0.4098,0.7329,0.531,0.6974,13,0,0,1862.81,136.96,1.8963,0.0459,0.1329,0.0266,-0.1062,5.3275,0.3891,1.0,1.0327
IGM_00965,IGM,21074,0.116,0.4601,0.5365,0.6532,1.3184,16,0,0,0.0,5.44,2.0279,0.0626,0.1897,0.0368,-0.1529,7.3617,0.3505,1.0,0.9302
IGM_00966,IGM,29746,0.0704,0.413,0.8334,0.9489,0.8638,13,0,0,417.28,0.0,1.9915,0.0413,0.1237,0.0268,-0.0968,5.3691,0.7908,1.0,2.0988
IGM_00967,IGM,26246,0.0893,0.4411,0.7167,0.726,0.615,14,0,0,0.0,-0.16,1.9851,0.0499,0.149,0.0309,-0.1182,6.1747,0.5203,1.0,1.3809
IGM_00968,IGM,22254,0.0538,0.3803,0.1984,0.5146,1.2676,11,0,0,0.0,92.07,1.9158,0.0333,0.0972,0.0209,-0.0763,4.1833,0.1021,1.0,0.271
IGM_00969,IGM,28218,0.0953,0.4769,0.0143,0.6398,1.3181,16,0,0,0.0,-153.49,2.0346,0.0499,0.1513,0.0382,-0.1132,7.6304,0.0091,1.0,0.0242
IGM_00970,IGM,23423,0.117,0.3471,0.2004,0.6722,1.0855,11,0,0,0.0,-116.55,1.9781,0.0764,0.2275,0.0191,-0.2084,3.8186,0.1347,1.0,0.3575
IGM_00971,IGM,25295,0.0839,0.5844,0.5495,0.5987,0.7883,23,0,0,7.9,-0.14,2.064,0.0349,0.1069,0.0672,-0.0397,13.4419,0.329,1.0,0.8732
IGM_00972,IGM,24313,0.1194,0.3545,0.9147,0.5234,1.2285,12,0,0,33.6,0.0,2.0017,0.0771,0.2314,0.0213,-0.2101,4.254,0.4787,1.0,1.2705
IGM_00973,IGM,22513,0.1183,0.5333,0.5979,0.943,0.8538,20,0,0,15.2,-86.17,1.995,0.0552,0.1654,0.0533,-0.112,10.666,0.5639,1.0,1.4966
IGM_00974,IGM,21474,0.1196,0.4203,0.5056,0.884,1.2234,14,0,0,0.0,91.41,1.9844,0.0693,0.2069,0.0294,-0.1775,5.8838,0.4469,1.0,1.1861
IGM_00975,IGM,20747,0.1144,0.4555,0.0106,0.5884,1.2401,15,0,0,329.24,0.06,1.9411,0.0623,0.1832,0.0342,-0.1491,6.833,0.0062,1.0,0.0165
IGM_00976,IGM,23906,0.0826,0.3674,0.9258,0.8937,0.7804,12,0,0,0.0,-6.92,2.0383,0.0522,0.1587,0.022,-0.1367,4.4094,0.8274,1.0,2.1959
IGM_00977,IGM,23824,0.0785,0.4397,0.8194,0.6254,0.9987,14,0,0,0.0,0.0,2.0169,0.044,0.1328,0.0308,-0.102,6.1563,0.5125,1.0,1.3602
IGM_00978,IGM,22288,0.1024,0.4438,0.7691,0.84,1.3858,15,0,0,0.0,101.58,1.9988,0.0569,0.1707,0.0333,-0.1374,6.6569,0.6461,1.0,1.7147
IGM_00979,IGM,26124,0.0839,0.3509,0.3628,0.7055,0.9768,11,0,0,0.0,0.0,1.9908,0.0545,0.163,0.0193,-0.1437,3.8597,0.256,1.0,0.6794
IGM_00980,IGM,22941,0.0676,0.4983,0.2517,0.6119,1.2278,16,0,0,0.0,0.0,1.9662,0.0339,0.1006,0.0399,-0.0607,7.9725,0.154,1.0,0.4087
IGM_00981,IGM,24011,0.0556,0.4122,0.9199,0.9672,0.9834,13,0,0,1.79,-0.35,2.0002,0.0327,0.098,0.0268,-0.0712,5.3584,0.8897,1.0,2.3612
IGM_00982,IGM,27850,0.0572,0.3381,0.5895,0.9248,0.7837,11,0,0,0.66,-1.43,2.0312,0.0378,0.1147,0.0186,-0.0961,3.7195,0.5452,1.0,1.4469
IGM_00983,IGM,21506,0.1059,0.4252,0.5386,0.7235,0.9023,14,0,0,171.6,0.0,1.9904,0.0609,0.182,0.0298,-0.1523,5.9529,0.3897,1.0,1.0343
IGM_00984,IGM,20285,0.0859,0.3975,0.967,0.7539,1.218,12,0,0,0.0,156.47,1.9039,0.0517,0.1503,0.0238,-0.1264,4.7696,0.729,1.0,1.9347
IGM_00985,IGM,21930,0.0857,0.3964,0.1343,0.5751,1.1633,12,0,0,0.0,0.0,1.9259,0.0517,0.1513,0.0238,-0.1275,4.7565,0.0772,1.0,0.2049
IGM_00986,IGM,26188,0.054,0.357,0.5698,0.9451,0.6555,11,0,0,2018.13,-1.38,1.8901,0.0347,0.1004,0.0196,-0.0808,3.9273,0.5384,1.0,1.4289
IGM_00987,IGM,29803,0.1172,0.3441,0.8744,0.8755,1.058,11,0,0,0.0,-5.24,1.9843,0.0769,0.2295,0.0189,-0.2106,3.785,0.7655,1.0,2.0316
IGM_00988,IGM,27748,0.0921,0.3244,0.8817,0.6168,1.479,11,0,0,0.0,35.92,2.064,0.0622,0.1906,0.0178,-0.1728,3.5681,0.5438,1.0,1.4432
IGM_00989,IGM,21445,0.0733,0.3574,0.013,0.5597,0.5829,11,0,0,708.93,92.23,1.8887,0.0471,0.136,0.0197,-0.1163,3.9318,0.0073,1.0,0.0194
IGM_00990,IGM,20222,0.0685,0.554,0.6924,0.6284,1.1859,19,0,0,0.0,-0.15,1.9946,0.0305,0.0915,0.0526,-0.0388,10.5261,0.4351,1.0,1.1547
IGM_00991,IGM,21114,0.0609,0.5928,0.8519,0.8029,0.7091,22,0,0,1637.48,-126.38,1.9218,0.0248,0.0724,0.0652,-0.0072,13.0425,0.684,1.0,1.8153
IGM_00992,IGM,28861,0.0798,0.3227,0.6525,0.5093,1.4232,11,0,0,31.86,50.6,2.0474,0.054,0.1646,0.0177,-0.1469,3.5494,0.3323,1.0,0.8819
IGM_00993,IGM,20626,0.0504,0.4603,0.0772,0.6322,1.0345,14,0,0,0.0,352.98,1.9534,0.0272,0.0803,0.0322,-0.0481,6.4448,0.0488,1.0,0.1295
IGM_00994,IGM,26665,0.1167,0.3107,0.1274,0.9922,0.5614,10,0,0,0.0,0.0,1.9543,0.0804,0.2376,0.0155,-0.222,3.1069,0.1265,1.0,0.3357
IGM_00995,IGM,29977,0.0939,0.5204,0.6034,0.911,1.3278,19,0,0,29.58,-168.52,2.0563,0.0451,0.1377,0.0494,-0.0883,9.8872,0.5497,1.0,1.4589
IGM_00996,IGM,22710,0.1171,0.5375,0.6245,0.6392,0.7547,20,0,0,4.29,0.0,1.9912,0.0541,0.162,0.0537,-0.1082,10.7497,0.3992,1.0,1.0595
IGM_00997,IGM,27196,0.0857,0.5692,0.5117,0.9591,0.9079,22,0,0,0.0,-463.36,2.0664,0.0369,0.1133,0.0626,-0.0506,12.5217,0.4908,1.0,1.3026
IGM_00998,IGM,28697,0.0741,0.3021,0.5391,0.5779,1.1999,10,0,0,0.0,-24.43,2.024,0.0517,0.1565,0.0151,-0.1414,3.0205,0.3115,1.0,0.8267
IGM_00999,IGM,26971,0.107,0.3639,0.9629,0.6486,0.8294,12,0,0,282.6,0.0,2.0044,0.0681,0.2046,0.0218,-0.1827,4.3665,0.6246,1.0,1.6577
IGM_01000,IGM,25174,0.0859,0.4379,0.6431,0.7354,0.5095,14,0,0,0.0,571.36,1.9589,0.0483,0.1429,0.0306,-0.1122,6.13,0.4729,1.0,1.2551
IGM_01001,IGM,28004,0.1133,0.3535,0.9136,0.7322,1.2784,12,0,0,2346.97,-419.2,1.9765,0.0733,0.2181,0.0212,-0.1969,4.2416,0.6689,1.0,1.7752
IGM_01002,IGM,26187,0.0506,0.3162,0.7576,0.9485,0.9885,10,0,0,0.0,6.94,2.009,0.0346,0.1041,0.0158,-0.0883,3.1616,0.7186,1.0,1.9071
IGM_01003,IGM,23286,0.1002,0.4117,0.711,0.6783,0.6364,13,0,0,175.68,0.48,1.9579,0.059,0.1744,0.0268,-0.1476,5.3518,0.4822,1.0,1.2797
IGM_01004,IGM,21386,0.0867,0.5524,0.2894,0.5148,0.8604,20,0,0,10.64,-38.16,2.032,0.0388,0.1176,0.0552,-0.0623,11.0489,0.149,1.0,0.3954
IGM_01005,IGM,29024,0.0677,0.4721,0.2163,0.983,1.244,16,0,0,0.0,2.19,2.0528,0.0357,0.1091,0.0378,-0.0713,7.5533,0.2126,1.0,0.5642
IGM_01006,IGM,23867,0.0773,0.5205,0.1882,0.6316,1.2475,18,0,0,0.0,31.0,2.0016,0.0371,0.1113,0.0468,-0.0645,9.3686,0.1189,1.0,0.3156
IGM_01007,IGM,29751,0.0979,0.5797,0.8606,0.6164,1.1705,23,0,0,0.0,-0.69,2.0396,0.0412,0.1251,0.0667,-0.0584,13.3338,0.5305,1.0,1.4079
IGM_01008,IGM,24345,0.107,0.5133,0.959,0.7324,0.6438,19,0,0,0.0,46.64,2.0657,0.0521,0.1597,0.0488,-0.1109,9.7518,0.7024,1.0,1.8642
IGM_01009,IGM,20743,0.1039,0.5636,0.073,0.8437,1.2017,21,0,0,0.0,527.32,2.0019,0.0453,0.1361,0.0592,-0.0769,11.8357,0.0616,1.0,0.1635
IGM_01010,IGM,24416,0.0674,0.3708,0.4256,0.8608,0.5011,12,0,0,0.0,0.0,2.0549,0.0424,0.1296,0.0222,-0.1074,4.449,0.3664,1.0,0.9724
IGM_01011,IGM,23212,0.1042,0.4235,0.6234,0.8777,0.8587,14,0,0,24.44,-35.5,2.0005,0.0601,0.1803,0.0296,-0.1507,5.9285,0.5472,1.0,1.4523
IGM_01012,IGM,24570,0.0893,0.3177,0.5415,0.6561,1.4496,10,0,0,0.0,0.0,1.9525,0.0609,0.1799,0.0159,-0.164,3.1773,0.3553,1.0,0.943
IGM_01013,IGM,26891,0.0867,0.5223,0.663,0.5838,1.3794,18,0,0,0.0,-137.52,1.9997,0.0414,0.1242,0.047,-0.0772,9.4008,0.387,1.0,1.0271
IGM_01014,IGM,27495,0.0915,0.3941,0.463,0.5911,1.1816,13,0,0,39.85,0.0,2.0623,0.0555,0.1698,0.0256,-0.1442,5.1227,0.2737,1.0,0.7264
IGM_01015,IGM,21320,0.083,0.4644,0.3173,0.5582,0.7461,15,0,0,0.0,3.91,1.9608,0.0445,0.1317,0.0348,-0.0968,6.9656,0.1771,1.0,0.47
IGM_01016,IGM,26733,0.1043,0.304,0.9415,0.958,1.4685,10,0,0,6.2,17.24,1.9715,0.0726,0.2158,0.0152,-0.2006,3.0399,0.902,1.0,2.3939
IGM_01017,IGM,22726,0.1036,0.3393,0.1973,0.9797,1.3685,11,0,0,147.18,-409.39,2.0295,0.0684,0.2073,0.0187,-0.1887,3.7328,0.1932,1.0,0.5127
IGM_01018,IGM,21842,0.0912,0.5964,0.3409,0.791,1.4507,24,0,0,7.77,4.32,2.0462,0.0368,0.1121,0.0716,-0.0406,14.3134,0.2697,1.0,0.7158
IGM_01019,IGM,22937,0.1027,0.4547,0.3796,0.7432,0.8564,15,0,0,0.06,341.11,1.9645,0.056,0.166,0.0341,-0.1319,6.8202,0.2822,1.0,0.749
IGM_01020,IGM,20971,0.118,0.3426,0.4069,0.8146,0.9521,11,0,0,0.0,0.0,1.9809,0.0776,0.2313,0.0188,-0.2124,3.7689,0.3315,1.0,0.8798
IGM_01021,IGM,20599,0.1134,0.518,0.7835,0.8799,1.1612,19,0,0,22.43,0.73,2.0014,0.0547,0.164,0.0492,-0.1148,9.8425,0.6894,1.0,1.8297
IGM_01022,IGM,27653,0.0788,0.3154,0.5258,0.504,0.5552,10,0,0,0.43,0.0,1.9912,0.0539,0.1613,0.0158,-0.1455,3.1538,0.265,1.0,0.7033
IGM_01023,IGM,20904,0.0976,0.5611,0.5214,0.5594,1.3323,21,0,0,0.0,44.18,1.9751,0.0428,0.1274,0.0589,-0.0685,11.7822,0.2917,1.0,0.7742
IGM_01024,IGM,29599,0.0779,0.3451,0.9594,0.8844,1.3913,11,0,0,0.0,722.51,1.9555,0.051,0.1508,0.019,-0.1318,3.7956,0.8486,1.0,2.2522
IGM_01025,IGM,22630,0.0992,0.5292,0.2314,0.5965,1.4632,19,0,0,0.03,-1.06,1.984,0.0467,0.1394,0.0503,-0.0891,10.0553,0.138,1.0,0.3662
IGM_01026,IGM,20671,0.1135,0.4411,0.6098,0.5902,1.4094,15,0,0,346.97,0.39,1.996,0.0634,0.19,0.0331,-0.1569,6.617,0.3599,1.0,0.9552
IGM_01027,IGM,28121,0.0592,0.5537,0.1899,0.6201,0.5515,20,0,0,0.0,186.23,2.0384,0.0264,0.0803,0.0554,-0.0249,11.0737,0.1177,1.0,0.3124
IGM_01028,IGM,27688,0.1163,0.3775,0.7408,0.8751,1.2841,12,0,0,0.0,-1345.48,2.0422,0.0724,0.2202,0.0226,-0.1976,4.5299,0.6483,1.0,1.7206
IGM_01029,IGM,28513,0.105,0.4879,0.1453,0.7947,0.5993,17,0,0,1137.68,0.0,1.9477,0.0538,0.1584,0.0415,-0.117,8.2936,0.1155,1.0,0.3065
IGM_01030,IGM,26696,0.0888,0.5214,0.5142,0.9414,1.238,19,0,0,939.87,0.0,1.9884,0.0425,0.1269,0.0495,-0.0774,9.9072,0.484,1.0,1.2845
IGM_01031,IGM,21660,0.0614,0.5077,0.0404,0.9209,1.3153,17,0,0,0.0,170.5,2.0113,0.0302,0.091,0.0432,-0.0478,8.6311,0.0372,1.0,0.0987
IGM_01032,IGM,24008,0.0711,0.4103,0.6659,0.6763,0.8725,13,0,0,157.85,-0.09,1.9987,0.0419,0.1257,0.0267,-0.099,5.3338,0.4504,1.0,1.1954
IGM_01033,IGM,23954,0.0757,0.5293,0.4822,0.8043,0.5283,18,0,0,0.0,-0.25,1.9843,0.0356,0.1063,0.0476,-0.0587,9.5268,0.3878,1.0,1.0292
IGM_01034,IGM,20323,0.0634,0.3198,0.9502,0.6107,1.4157,10,0,0,7.04,0.0,1.9876,0.0431,0.1288,0.016,-0.1128,3.1979,0.5803,1.0,1.5401
IGM_01035,IGM,28869,0.1053,0.5003,0.1334,0.8363,1.0092,18,0,0,0.0,0.0,2.062,0.0526,0.1611,0.045,-0.116,9.0058,0.1115,1.0,0.2959
IGM_01036,IGM,26696,0.1103,0.5711,0.741,0.9618,1.1544,23,0,0,0.0,12.88,1.975,0.0473,0.1407,0.0657,-0.0751,13.1346,0.7126,1.0,1.8912
IGM_01037,IGM,26661,0.0505,0.545,0.5825,0.8251,1.2918,20,0,0,423.32,0.0,2.0739,0.023,0.0707,0.0545,-0.0162,10.8993,0.4806,1.0,1.2755
IGM_01038,IGM,22977,0.0569,0.3554,0.4158,0.7495,0.8971,11,0,0,0.0,0.0,1.9704,0.0367,0.1089,0.0195,-0.0893,3.9094,0.3117,1.0,0.8272
IGM_01039,IGM,24598,0.088,0.5584,0.8965,0.7768,1.4819,21,0,0,0.0,-45.06,2.0434,0.0389,0.1183,0.0586,-0.0597,11.727,0.6964,1.0,1.8482
IGM_01040,IGM,20361,0.0577,0.3119,0.0602,0.8107,1.1892,9,0,0,0.0,0.0,1.8916,0.0397,0.1149,0.014,-0.1009,2.8071,0.0488,1.0,0.1295
IGM_01041,IGM,28691,0.0775,0.4071,0.558,0.9972,1.251,13,0,0,0.0,-51.06,2.0273,0.0459,0.1391,0.0265,-0.1126,5.2919,0.5564,1.0,1.4767
IGM_01042,IGM,28116,0.0506,0.3575,0.6036,0.5679,0.5943,11,0,0,0.0,0.23,2.0109,0.0325,0.0979,0.0197,-0.0782,3.9322,0.3428,1.0,0.9098
IGM_01043,IGM,24668,0.1158,0.5312,0.37,0.9664,0.9639,20,0,0,0.0,0.23,2.0054,0.0543,0.1632,0.0531,-0.1101,10.6247,0.3576,1.0,0.9491
IGM_01044,IGM,24883,0.097,0.5244,0.9392,0.9362,0.8418,19,0,0,29.31,-6.25,2.04,0.0461,0.1402,0.0498,-0.0904,9.9639,0.8793,1.0,2.3336
